,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24
MGG_08556,0,718,339,432,841,918,612,188,0,200,124,136,522,444,583,280,0,94,136,100,465,193,332,275
MGG_08557,1,82,46,36,90,71,53,47,0,30,23,34,85,78,217,39,0,25,49,44,88,71,131,90
MGG_08558,0,142,85,83,171,160,96,27,0,79,34,27,119,98,183,61,0,52,26,34,106,74,110,65
MGG_08559,0,37,27,31,44,46,13,10,0,11,11,9,40,21,77,20,0,9,12,7,35,9,45,43
MGG_08560,2,246,357,228,661,431,206,148,0,113,181,156,819,284,831,273,0,105,192,141,610,291,333,434
MGG_08561,0,399,268,235,314,373,253,159,0,146,220,135,172,507,511,238,0,134,228,148,162,154,278,153
MGG_08562,0,2,10,3,29,9,5,12,0,0,11,7,13,27,88,12,0,2,22,10,13,23,56,27
MGG_08563,0,65,46,48,156,91,51,12,0,11,36,30,116,68,185,68,0,15,20,24,103,55,84,68
MGG_08566,0,21,6,6,46,11,10,0,0,4,3,1,53,6,2,7,0,12,1,4,27,2,8,5
MGG_08567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08568,0,21,14,13,91,33,15,24,1,21,7,11,56,108,286,45,0,8,11,5,56,41,119,75
MGG_08569,0,54,40,19,339,213,64,81,0,41,13,21,192,166,1063,121,0,19,16,16,204,128,331,213
MGG_08570,0,26,26,47,63,56,23,9,0,10,13,28,58,26,65,28,0,8,21,29,61,20,38,54
MGG_08571,0,48,19,48,89,39,34,17,0,45,11,10,56,12,70,44,0,27,19,28,55,9,28,27
MGG_08572,1,177,61,75,12,12,8,2,0,92,15,18,9,6,6,3,0,39,49,36,3,2,1,1
MGG_08573,0,63,30,38,64,66,48,20,0,30,19,25,60,57,79,19,0,20,12,20,42,29,55,48
MGG_08574,0,743,164,131,233,217,76,45,2,214,180,69,68,6,85,99,0,289,61,127,117,24,53,44
MGG_08575,0,171,103,95,192,189,78,46,0,74,47,52,189,116,185,46,0,64,85,63,185,91,189,136
MGG_08576,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
MGG_08577,0,166,18,32,545,217,121,79,0,65,11,11,899,132,647,88,1,86,4,10,792,210,337,577
MGG_08580,2,353,79,147,237,259,166,40,0,171,63,92,135,243,225,55,0,132,60,51,157,68,144,76
MGG_08581,0,33,36,21,73,38,16,17,0,14,15,26,66,97,143,13,0,7,28,12,87,45,93,51
MGG_08582,0,415,192,212,464,357,240,144,0,186,190,138,340,539,810,233,0,155,150,166,366,195,357,248
MGG_08583,0,10,5,13,159,57,65,22,0,2,5,2,52,135,54,19,0,3,3,2,29,29,39,54
MGG_08584,0,159,139,147,311,115,74,76,0,56,51,77,317,92,253,67,0,51,51,44,223,74,123,120
MGG_08585,0,29,13,11,56,42,24,11,0,22,11,18,43,12,22,25,0,19,10,12,42,10,30,28
MGG_08586,1,318,89,134,265,299,214,62,0,101,61,66,237,127,222,95,0,113,38,65,220,51,102,144
MGG_08587,0,53,38,25,77,60,40,7,0,14,38,23,73,30,41,19,0,17,41,24,70,12,22,27
MGG_08589,0,16,7,4,10,22,13,0,0,5,1,0,7,7,3,6,0,0,3,0,8,0,2,5
MGG_08590,0,95,36,54,129,96,53,34,0,35,33,25,144,45,117,40,0,38,16,24,119,35,76,98
MGG_08591,0,12,7,16,220,162,91,154,0,1,9,3,51,294,1395,99,0,4,5,5,101,190,414,217
MGG_08592,0,23,10,13,49,58,16,18,0,7,5,8,35,61,107,29,0,6,9,7,43,30,92,35
MGG_08593,0,176,60,238,1011,567,288,132,0,77,45,87,1277,157,654,121,0,56,56,71,1164,152,327,370
MGG_08594,0,58,6,26,81,38,18,4,0,20,5,4,71,9,34,9,0,24,4,5,79,17,35,36
MGG_08595,0,120,129,184,201,290,143,50,0,39,90,113,193,119,364,110,0,28,81,72,167,71,166,150
MGG_08596,0,41,84,87,142,85,71,17,0,18,47,73,107,47,178,39,0,9,74,47,86,40,72,90
MGG_08597,1,114,120,128,376,233,127,53,1,35,84,75,461,91,374,126,0,31,101,45,374,98,186,201
MGG_08598,0,135,38,38,166,125,49,21,0,52,27,27,149,19,73,21,0,70,19,26,111,28,52,69
MGG_08600,1,249,106,164,145,189,93,43,0,112,38,45,153,63,127,63,0,70,31,41,102,26,70,69
MGG_08601,2,629,147,513,181,2157,1735,69,0,256,62,87,75,18,82,122,0,206,32,88,56,38,100,81
MGG_08602,0,104,56,79,195,73,44,23,0,37,26,27,188,129,173,38,0,42,32,31,156,57,143,84
MGG_08607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MGG_08609,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
MGG_08610,0,2,1,12,32,39,31,7,0,1,0,2,31,5,16,12,0,0,0,4,12,3,8,1
MGG_08611,0,10,7,19,94,41,24,13,0,8,9,18,40,21,84,30,0,8,2,5,39,21,38,27
MGG_08612,0,1,1,1,12,12,5,0,0,0,0,2,3,0,3,5,0,1,1,0,4,3,8,10
MGG_08613,0,31,26,33,149,87,42,56,0,9,23,18,62,66,305,56,0,13,24,17,70,196,197,176
MGG_08614,0,16,5,13,43,29,15,8,0,2,6,11,18,14,25,8,0,1,6,1,19,6,12,9
MGG_08615,0,12,3,11,116,35,19,10,0,0,0,2,109,14,74,27,0,0,2,3,92,7,34,71
MGG_08616,0,6,4,16,72,30,13,15,0,5,3,2,60,8,34,21,0,2,1,5,53,6,31,26
MGG_08617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08618,0,87,16,68,152,84,58,30,0,14,17,19,104,89,185,63,0,16,23,14,84,23,88,62
MGG_08619,0,14,13,64,209,93,40,53,0,5,9,9,165,95,206,43,0,1,3,9,139,40,110,44
MGG_08620,0,25,58,23,25,30,21,30,0,17,12,12,23,18,48,15,0,8,18,21,20,16,20,14
MGG_08621,0,12,8,7,6,11,6,3,0,1,9,4,5,4,19,12,0,2,5,1,5,4,11,10
MGG_08622,0,296,156,198,526,412,308,98,0,167,73,76,615,205,612,181,0,80,51,75,660,179,534,665
MGG_08623,1,160,119,119,202,155,83,63,0,86,38,61,198,75,260,83,0,50,35,45,157,80,183,158
MGG_08624,0,45,22,34,132,59,49,82,0,14,14,24,101,475,702,147,0,25,55,42,85,149,536,197
MGG_08625,0,123,65,62,151,134,74,17,0,47,43,52,117,15,68,35,0,39,29,33,70,18,47,47
MGG_08626,0,107,67,122,127,66,35,40,0,36,72,49,196,210,190,64,0,26,40,32,130,35,49,58
MGG_08627,0,220,45,88,53,78,50,15,0,151,26,45,56,10,32,18,0,119,37,35,39,9,16,12
MGG_08628,0,59,57,51,82,68,22,22,0,18,21,21,59,34,63,42,0,10,33,29,63,21,40,33
MGG_08629,0,5,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
MGG_08630,0,27,12,10,19,63,23,32,0,8,4,5,13,24,62,28,0,4,7,3,15,23,85,61
MGG_08631,0,40,21,16,66,43,36,7,0,7,8,14,47,39,85,17,0,8,11,4,57,31,53,56
MGG_08632,0,227,101,136,281,210,136,79,0,72,88,79,162,364,651,79,0,55,96,76,206,263,303,157
MGG_08633,0,1,3,3,1,0,1,0,0,5,1,0,0,0,2,2,0,2,0,0,1,0,2,2
MGG_08636,0,273,78,77,110,118,84,24,0,128,54,40,101,93,217,45,0,131,47,44,114,81,127,112
MGG_08637,0,57,46,60,116,87,50,39,0,18,32,43,206,295,273,47,0,22,38,28,147,95,217,200
MGG_08638,0,103,60,94,234,170,92,94,0,47,42,50,148,380,890,109,0,45,58,48,178,303,530,441
MGG_08639,0,140,14,35,196,90,36,20,0,66,11,6,317,84,324,45,0,58,2,5,241,134,149,286
MGG_08640,0,58,33,57,147,99,61,37,0,22,25,31,139,51,182,47,0,10,14,19,82,40,50,68
MGG_08641,0,42,30,45,98,48,19,42,0,15,9,14,86,54,121,30,0,19,10,10,70,25,53,48
MGG_08642,0,109,6,23,66,54,25,5,0,24,10,9,65,2,29,11,0,41,4,4,71,6,17,26
MGG_08643,2,144,51,79,127,186,111,10,0,39,32,33,99,54,182,59,0,39,31,28,134,44,121,94
MGG_08644,0,11,10,6,2,2,0,0,0,9,4,3,3,3,4,2,0,2,0,7,0,0,4,3
MGG_08645,0,154,67,135,187,155,100,47,0,51,48,61,160,62,152,55,0,75,52,49,119,70,78,79
MGG_08646,0,81,38,32,114,96,66,9,0,30,27,16,119,19,74,40,0,15,13,23,76,22,40,59
MGG_08647,0,5,11,4,22,70,40,33,0,3,4,2,1,102,211,74,1,0,4,4,2,61,328,155
MGG_08648,0,85,10,46,65,48,20,18,0,19,25,20,50,10,47,26,0,27,9,12,56,7,28,31
MGG_08649,0,446,130,318,736,755,399,100,0,246,55,92,814,116,614,232,1,168,34,48,622,194,382,676
MGG_08651,0,101,11,26,70,91,47,8,0,41,11,10,22,8,37,22,0,56,19,24,31,19,31,28
MGG_08652,0,0,67,31,2,4,2,1,0,0,51,29,4,0,1,0,0,2,40,22,4,0,0,0
MGG_08653,0,18,3,21,12,11,7,2,0,5,7,3,14,4,6,3,0,2,4,1,10,3,5,3
MGG_08654,0,75,18,53,127,61,30,9,0,15,21,23,116,8,38,18,0,37,11,19,62,12,11,19
MGG_08655,0,52,24,13,26,8,4,7,0,69,17,29,43,7,19,2,0,50,20,15,28,6,10,4
MGG_08656,0,7,6,3,88,26,7,8,0,1,4,0,39,58,53,43,0,2,5,1,34,36,121,79
MGG_08657,0,0,0,1,211,82,35,12,0,0,0,0,407,18,9,1,0,0,0,1,147,9,12,3
MGG_08658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08659,0,0,0,0,0,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08660,0,0,1,0,1,3,1,0,0,0,0,0,1,0,3,0,0,1,0,0,1,2,3,1
MGG_08661,0,82,57,73,458,173,108,54,0,52,29,33,258,71,426,76,0,37,27,32,201,110,202,165
MGG_08662,0,8,0,3,3,2,7,1,0,1,0,0,2,4,4,0,0,1,0,1,6,1,0,2
MGG_08663,0,163,33,51,148,75,31,12,0,31,16,17,131,20,78,31,0,84,11,15,121,21,39,44
MGG_08664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08670,0,23,1,13,3,7,1,1,0,5,0,0,5,0,3,0,0,0,0,0,2,0,0,2
MGG_08671,0,297,37,1,4,1,2,2,0,234,2,3,17,2,6,2,0,119,6,9,8,2,2,1
MGG_08675,0,0,0,3,2,2,1,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,2,2
MGG_08676,0,13,27,11,34,39,18,7,0,16,9,7,17,10,21,10,0,8,11,8,21,7,32,12
MGG_08677,0,17,6,3,2,13,6,1,0,3,2,1,1,1,2,4,0,1,1,0,3,1,2,3
MGG_08681,0,15,19,17,126,100,42,19,0,8,12,1,85,27,86,23,0,1,4,3,70,30,40,43
MGG_08682,0,4,5,7,8,7,12,2,0,1,0,1,2,3,7,1,0,0,0,1,6,2,5,1
MGG_08683,0,15,35,24,79,59,17,22,0,8,9,17,102,34,89,25,0,4,11,8,101,33,44,40
MGG_08684,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
MGG_08685,0,3,21,1,4,0,0,3,0,10,8,13,5,11,3,0,0,5,30,25,2,1,3,1
MGG_08686,0,0,0,1,0,2,2,0,0,0,0,0,1,2,6,2,0,2,1,0,1,3,6,2
MGG_08688,0,12,7,14,38,12,18,11,0,12,17,8,32,31,46,16,0,9,14,10,31,17,16,25
MGG_08689,0,476,113,158,532,390,240,71,0,204,113,104,329,306,771,158,0,142,85,88,472,296,374,303
MGG_08690,0,333,153,223,593,301,161,89,0,176,110,117,387,538,951,150,0,171,104,121,295,529,676,408
MGG_08691,0,31,23,27,55,50,8,18,0,18,13,15,64,58,138,25,0,7,19,24,80,57,86,98
MGG_08692,2,620,246,322,427,440,289,342,0,182,122,171,354,388,905,288,0,150,134,145,329,268,570,406
MGG_08693,0,224,157,144,388,307,149,135,0,96,77,92,436,239,680,196,0,87,103,93,327,217,432,342
MGG_08694,0,14,21,16,16,22,6,15,0,11,7,5,40,25,34,9,0,8,8,15,33,6,18,25
MGG_08695,0,3,0,5,119,30,5,8,0,1,1,2,33,11,42,12,0,0,2,3,28,16,16,22
MGG_08696,0,0,1,1,7,5,1,0,0,0,0,0,5,0,3,1,0,0,0,0,3,1,0,0
MGG_08697,0,89,24,17,57,27,9,24,0,47,24,47,110,101,123,32,0,30,63,56,100,53,105,53
MGG_08698,0,12,8,30,147,58,28,8,0,0,6,8,143,23,66,32,0,0,11,12,185,21,34,21
MGG_08699,0,13,8,8,27,24,15,2,0,2,6,1,20,2,53,14,0,2,6,5,25,12,20,9
MGG_08700,0,1,6,2,4,4,3,0,0,0,2,2,7,1,7,3,0,0,4,1,3,0,0,1
MGG_08702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08703,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0
MGG_08704,0,38,5,18,17,24,28,11,0,8,5,2,6,7,17,5,0,5,4,4,5,4,5,4
MGG_08705,0,33,29,34,60,59,25,22,0,22,10,8,68,45,111,38,0,10,9,11,37,23,37,19
MGG_08706,1,44,17,30,62,35,16,22,0,12,13,20,32,24,86,33,0,11,10,14,39,15,69,60
MGG_08708,0,28,11,24,59,195,105,7,0,17,6,9,41,21,58,42,0,5,12,11,36,16,26,26
MGG_08709,0,4,6,15,5,10,4,3,0,4,2,5,0,0,4,6,0,2,6,7,3,2,2,3
MGG_08710,0,215,92,112,116,56,42,89,0,115,57,73,83,86,162,77,0,124,96,64,56,44,170,117
MGG_08711,0,7,2,8,301,60,17,11,0,0,0,1,99,28,126,16,0,1,0,0,103,52,98,92
MGG_08715,2,0,4,2311,275,90,112,93,2,0,0,371,1423,57,186,52,0,0,0,132,476,53,168,115
MGG_08722,0,11,5,34,44,15,21,4,0,2,4,15,38,3,28,14,0,3,1,19,26,11,21,20
MGG_08725,0,6,4,10,57,38,14,43,0,2,3,3,30,100,453,82,0,2,11,4,46,352,364,229
MGG_08726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08727,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08729,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,2
MGG_08730,0,36,11,56,30,29,12,15,0,17,2,15,111,34,68,27,0,15,2,9,62,20,36,41
MGG_08731,0,97,68,36,143,98,53,93,0,60,34,30,87,463,542,82,0,40,82,60,140,353,505,248
MGG_08732,0,82,57,35,243,95,85,772,1,47,100,79,217,3771,4178,542,0,33,325,138,374,2242,2962,869
MGG_08733,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
MGG_08734,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MGG_08735,2,324,80,96,57,26,19,23,0,76,75,68,61,19,32,27,0,104,123,108,36,21,24,7
MGG_08736,0,31,24,13,301,39,13,11,0,6,16,9,122,238,436,26,0,15,20,20,262,141,277,103
MGG_08737,0,1,23,8,274,81,44,17,0,5,5,8,86,23,102,23,0,0,9,4,48,19,59,45
MGG_08738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08739,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08741,1,260,68,115,153,129,122,63,0,92,53,43,125,224,326,58,0,78,60,58,113,122,242,186
MGG_08744,0,106,63,100,246,156,83,82,1,29,38,39,207,153,295,131,0,36,38,39,124,86,138,105
MGG_08745,0,84,38,62,163,148,49,112,0,42,26,27,123,170,712,109,0,50,36,31,138,208,341,216
MGG_08746,0,172,61,72,190,103,59,29,0,95,44,30,168,10,94,26,0,62,20,23,124,26,61,51
MGG_08747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08748,0,6,2,9,367,118,45,37,0,3,3,2,169,211,596,60,0,5,2,1,173,93,335,113
MGG_08749,0,0,0,5,4,0,0,0,0,1,1,1,0,1,4,0,0,0,1,0,0,0,1,0
MGG_08750,0,11,11,3,63,19,5,23,0,3,9,5,60,27,71,18,0,4,5,4,117,40,39,35
MGG_08751,0,133,8,20,7,4,3,31,0,21,7,16,12,0,5,34,0,30,6,8,14,4,6,17
MGG_08752,0,0,0,0,39,31,6,15,0,0,0,0,9,9,52,10,0,0,0,1,4,2,13,11
MGG_08753,0,4,1,0,10,8,3,2,0,0,1,0,7,2,10,2,0,1,1,1,5,3,3,5
MGG_08757,1,194,68,135,708,318,186,104,0,55,72,47,363,828,866,140,0,65,59,53,297,236,636,192
MGG_08758,0,20,25,13,608,187,115,71,0,3,8,10,460,182,560,125,0,3,6,11,326,135,512,298
MGG_08759,0,2,0,2,13,11,16,0,0,0,0,1,5,0,13,0,0,0,0,0,7,12,4,11
MGG_08760,1,531,83,189,993,631,441,279,0,105,57,20,287,213,844,331,0,168,11,23,188,234,460,317
MGG_08761,0,29,308,162,59,36,56,9,0,23,245,210,21,7,22,13,0,20,321,227,16,8,8,6
MGG_08764,0,2,2,2,28,22,16,29,0,7,7,5,18,334,79,43,0,0,7,2,32,73,119,32
MGG_08765,0,574,213,213,317,239,170,236,0,250,188,173,274,1464,1656,282,0,236,288,258,352,682,1122,601
MGG_08766,0,1,0,0,0,2,1,2,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0
MGG_08767,0,25,11,10,24,26,19,14,0,7,10,14,10,11,29,13,0,1,5,8,12,7,22,37
MGG_08768,0,131,117,63,161,72,36,47,0,42,53,62,69,134,195,60,0,36,73,70,70,68,138,81
MGG_08770,0,6,4,2,9,16,4,15,0,3,0,2,14,49,208,21,0,2,5,3,14,33,78,61
MGG_08771,0,51,46,134,394,113,45,218,0,19,34,48,479,1049,2220,151,0,19,48,41,418,519,880,290
MGG_08772,0,25,30,45,72,43,23,63,0,6,11,25,75,66,64,31,0,1,28,30,74,50,144,50
MGG_08773,0,6,3,4,9,5,9,1,0,4,1,2,8,1,4,1,0,1,3,5,1,1,2,0
MGG_08774,0,165,9,13,142,381,241,12,0,106,1,2,41,18,164,24,0,67,3,8,47,79,93,172
MGG_08775,0,21,9,10,55,48,25,8,0,7,4,6,35,36,75,18,0,5,3,3,15,13,30,23
MGG_08776,3,160,85,70,2275,476,348,1213,1,3,57,91,805,2309,6785,885,0,11,184,87,982,1818,3671,1654
MGG_08777,0,16,4,6,114,89,63,32,0,2,6,9,23,45,165,69,0,2,9,3,24,29,57,37
MGG_08778,0,35,185,67,480,427,273,82,0,19,81,62,141,146,394,128,0,17,101,85,125,83,283,210
MGG_08779,0,0,2,2,314,100,66,65,0,0,0,1,168,145,680,129,0,0,0,1,149,132,371,181
MGG_08781,0,0,42,15,356,107,50,37,0,2,38,17,127,35,202,38,0,0,37,19,77,45,126,65
MGG_08782,0,24,59,8,123,67,29,27,0,16,27,18,89,32,145,35,0,17,49,12,69,42,86,49
MGG_08783,1,16,10,9,178,126,81,34,0,3,9,9,61,32,172,47,0,6,11,7,66,42,85,63
MGG_08784,0,9,17,14,50,55,20,10,0,4,10,7,24,14,53,24,0,3,10,10,17,12,27,18
MGG_08785,0,15,30,14,167,136,52,34,0,4,14,18,74,9,110,43,0,0,19,11,74,27,61,41
MGG_08786,0,3,7,2,556,626,339,166,0,0,0,0,159,11,363,159,0,0,0,4,172,64,187,123
MGG_08787,0,0,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
MGG_08789,0,0,0,0,30,14,6,4,0,0,0,0,28,19,8,0,0,0,0,0,38,9,6,0
MGG_08795,0,12,9,14,78,81,41,23,0,10,6,16,61,34,120,60,0,10,9,5,69,43,78,45
MGG_08796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08797,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,1,1
MGG_08798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
MGG_08799,1,0,3,112,59,13,6,5,0,0,0,14,128,4,13,10,0,0,1,31,37,9,12,3
MGG_08800,0,6,7,7,72,21,13,2,0,2,4,4,33,12,33,7,0,3,1,5,42,16,17,17
MGG_08801,0,57,38,19,111,54,27,29,0,19,20,28,93,117,253,51,0,7,22,29,81,76,140,157
MGG_08802,0,105,35,77,341,228,93,44,0,69,34,41,372,57,293,107,0,36,11,15,225,85,99,168
MGG_08803,0,280,137,92,40,54,62,57,0,71,37,40,37,8,26,57,0,67,68,44,24,18,53,56
MGG_08804,0,152,68,60,137,57,22,60,0,43,40,35,136,96,191,78,0,40,27,33,89,53,78,83
MGG_08807,0,78,31,56,121,78,60,41,0,26,30,30,105,63,118,37,0,31,30,31,83,55,79,59
MGG_08808,1,184,76,65,181,161,107,124,0,84,53,69,117,281,585,139,0,72,99,67,124,256,474,375
MGG_08809,0,50,25,24,67,27,15,113,0,25,24,23,94,101,259,89,0,11,43,16,108,110,156,114
MGG_08810,0,121,75,39,193,105,67,52,0,67,17,24,81,86,261,52,0,36,34,46,185,143,224,197
MGG_08811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08812,0,12,5,2,9,5,3,5,0,2,1,1,4,6,10,11,0,3,1,4,5,5,8,12
MGG_08813,0,65,3,5,5,3,4,2,0,11,0,0,3,3,7,3,0,31,1,1,3,6,0,2
MGG_08814,0,40,29,37,110,28,9,38,0,17,16,16,88,151,232,49,0,11,15,11,75,71,108,79
MGG_08815,0,54,43,66,178,102,105,98,0,27,29,28,133,133,381,153,0,33,26,40,93,87,138,122
MGG_08816,0,2,0,1,3,0,2,0,0,0,0,1,2,0,0,4,0,0,0,0,0,1,2,2
MGG_08817,0,35,21,693,15,9,23,4,0,49,9,155,87,6,11,10,0,14,7,67,15,4,15,6
MGG_08818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_08820,0,199,44,78,140,143,69,27,0,68,55,52,146,45,186,50,0,58,42,50,101,52,90,79
MGG_08821,0,15,12,5,16,13,6,6,0,5,6,9,16,14,10,2,0,6,6,3,12,6,6,3
MGG_08822,0,262,98,142,156,171,113,43,0,98,50,74,99,111,126,56,0,87,81,68,90,40,98,63
MGG_08823,0,1047,162,140,32,47,55,122,0,352,113,112,138,67,74,81,0,456,286,165,105,55,131,50
MGG_08824,0,14,10,7,43,25,16,2,0,4,3,5,23,21,30,35,0,2,3,1,18,26,27,16
MGG_08825,1,51,27,59,51,33,18,18,0,9,30,35,71,81,117,18,0,6,26,31,84,51,81,57
MGG_08826,0,298,178,177,590,430,260,129,0,99,73,100,520,356,648,154,0,95,73,111,364,269,500,235
MGG_08827,0,124,48,33,108,58,35,21,0,75,30,42,77,112,147,33,0,69,36,44,70,68,140,70
MGG_08828,0,17,25,22,47,46,20,3,0,7,10,10,63,77,42,11,0,7,10,8,39,14,39,17
MGG_08829,1,544,291,484,628,580,377,231,0,211,174,191,628,217,909,264,0,153,163,165,523,228,485,457
MGG_08830,2,102,64,1104,3544,857,357,151,0,64,33,132,3725,356,735,603,1,37,15,131,2453,240,405,367
MGG_08831,0,247,120,298,1110,547,191,46,0,104,74,91,1303,83,257,105,0,83,96,117,767,114,215,209
MGG_08832,0,105,36,50,267,146,88,118,1,47,30,34,276,388,554,148,0,54,85,58,231,169,460,221
MGG_08833,0,160,40,48,159,200,112,52,0,62,31,25,114,215,241,104,0,75,48,33,106,89,209,96
MGG_08834,1,788,490,855,2138,1201,582,480,0,318,314,258,3180,1948,3041,646,0,193,188,179,2120,672,1277,1283
MGG_08835,0,336,193,218,776,550,273,129,0,117,98,87,513,266,926,214,0,121,101,118,459,296,791,664
MGG_08836,0,20,11,24,47,29,19,8,0,14,11,10,28,14,32,3,0,8,4,2,15,12,15,11
MGG_08837,0,101,34,47,85,98,64,16,0,26,30,18,78,35,44,14,0,23,18,20,71,21,46,34
MGG_08838,0,47,40,28,48,43,20,9,0,20,14,9,89,44,76,14,0,14,10,15,71,20,30,31
MGG_08839,0,57,24,33,55,36,30,5,0,10,17,11,44,8,38,14,0,12,10,17,24,20,16,17
MGG_08840,0,66,73,62,90,63,42,40,0,41,38,41,153,103,137,34,0,19,36,16,110,21,48,33
MGG_08841,0,60,18,36,95,60,41,6,0,26,6,11,93,24,36,14,0,42,6,9,90,28,29,37
MGG_08842,0,40,34,40,79,58,38,32,0,20,15,7,123,79,143,32,0,28,9,20,126,46,91,108
MGG_08843,1,260,107,195,390,326,210,119,0,77,89,129,337,400,658,158,0,99,124,128,330,321,484,332
MGG_08844,0,116,43,93,147,115,60,54,0,50,22,35,151,46,223,81,0,51,28,23,150,67,95,127
MGG_08845,1,220,129,128,333,297,207,116,0,121,90,67,305,399,818,133,0,88,72,64,285,364,505,330
MGG_08846,0,29,457,22,62,116,52,214,0,8,191,220,200,60,421,197,0,4,413,424,204,347,553,217
MGG_08847,0,35,23,22,50,49,35,15,0,6,25,22,36,14,92,18,0,8,23,38,48,60,93,71
MGG_08850,1,455,359,395,375,276,281,129,1,160,202,188,281,75,247,191,0,118,201,161,176,81,122,118
MGG_08851,0,65,28,22,42,53,31,9,0,18,27,17,103,37,52,12,0,18,23,23,89,24,48,26
MGG_08853,0,45,21,31,61,43,19,11,0,13,23,21,61,125,151,24,0,11,23,36,70,57,149,91
MGG_08854,0,31,20,25,77,41,50,10,1,5,14,3,64,22,46,30,0,9,3,7,50,10,40,36
MGG_08855,0,166,71,93,164,107,82,40,0,75,40,47,207,39,139,61,0,71,44,46,153,42,54,46
MGG_08856,0,87,111,54,132,110,73,38,0,51,57,47,139,505,480,63,0,47,100,85,142,237,616,246
MGG_08857,0,30,8,22,87,60,38,5,0,13,10,4,51,35,28,10,0,6,4,5,57,27,45,22
MGG_08858,1,200,56,75,229,178,170,86,0,72,38,35,210,167,238,61,0,61,25,22,182,90,193,178
MGG_08859,2,54,38,53,85,60,31,20,0,46,23,15,58,14,41,30,0,14,22,17,62,22,48,33
MGG_08860,0,3,0,1,0,4,0,1,0,0,1,1,1,0,4,0,0,0,1,0,1,0,2,1
MGG_08861,1,76,44,52,154,106,64,35,0,41,26,42,147,68,205,74,0,55,20,22,113,44,70,74
MGG_08862,0,11,3,3,17,4,5,0,0,2,1,3,4,37,75,7,0,3,5,5,20,20,44,24
MGG_08863,0,56,22,41,116,52,40,19,1,24,21,25,73,83,133,17,0,12,13,18,66,41,75,35
MGG_08866,2,1019,411,749,1091,766,439,324,0,425,285,300,1102,1139,1759,427,0,338,262,255,902,555,799,592
MGG_08867,0,72,57,77,141,74,25,44,0,37,37,30,209,222,202,50,0,23,21,30,131,44,68,64
MGG_08868,0,31,31,13,47,30,26,9,0,20,11,11,40,48,93,16,0,11,15,16,58,24,43,34
MGG_08869,0,10,20,34,44,29,20,8,0,5,18,15,27,11,31,12,0,2,5,6,23,16,22,18
MGG_08871,0,46,12,12,57,48,29,13,0,12,16,11,48,29,66,17,0,12,4,12,49,26,27,23
MGG_08873,0,23,15,34,108,97,55,12,0,11,8,13,50,69,149,40,0,2,16,11,61,46,85,54
